objectid,audience,alternateIdentifier,provenance,dateAccepted,extent,type,medium,date,subject/geographic,originInfo/place,culture,description,display_template,object_location,title,format
8408,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Knife,Metal; Wood,,Asia-Southeast Asia-Philippines-Cebu-,Argao,,"One wide-bladed knife, with a metal blade and a black handle carved into the shape of a head.; ",,,8408,
8410,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Tube,Bamboo,,Asia-Southeast Asia-Philippines-Cebu-,Cebu,,A bamboo tube used to house coconut sap.; a new example,,,8410,
8530,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Comb,Wood,,Asia-Southeast Asia-Philippines--,,,A small wooden comb.; ,,,8530,
8531,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Comb,Wood,,Asia-Southeast Asia-Philippines--,,,A small wooden comb.; ,,,8531,
8532,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Comb,Wood,,Asia-Southeast Asia-Philippines--,,,A small wooden comb.; ,,,8532,
8533,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Comb,Wood,,Asia-Southeast Asia-Philippines--,,,A small wooden comb; ,,,8533,
8534,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Comb,Bamboo; Ivory,,Asia-Southeast Asia-Philippines--,,,A small bamboo comb with ivory endings.  Painted in red and black. Handmade.; ,,,8534,
8535,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Plaque,Wood; Plaster,,Asia-Southeast Asia-Philippines-National Capital Region-,Manila,,A wooden plaque with plaster relief of native women washing.; ,image,/objects/8535_1.jpg,8535,image/jpg
8536,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Plaque,Wood; Plaster,,Asia-Southeast Asia-Philippines-National Capital Region-,Manila,,A wooden plaque with plaster relief of women going to market.; ,image,/objects/8536_1.jpg,8536,image/jpg
8537,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Plaque,Wood; Plaster,,Asia-Southeast Asia-Philippines-National Capital Region-,Manila,,A wooden plaque with plaster relief of water carriers.; ,image,/objects/8537_1.jpg,8537,image/jpg
8540,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Book,Paper; Coconut palm frond,,Asia-Southeast Asia-Philippines--,,,A small book of Christian stories with coconut leaf cover and paper pages.; ,,,8540,
8541,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Ladle,Coconut; Rattan; Bamboo,,Asia-Southeast Asia-Philippines--,,,Coconut bowl attached by rattan to bamboo handle; ,,,8541,
8542,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Ladle,Bamboo; Fiber; Coconut,,Asia-Southeast Asia-Philippines--,,,A medium sized ladle with a bamboo handle and a bowl made from a coconut tied together with fiber.; ,image,/objects/8542_1.jpg,8542,image/jpg
8544,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Dagger,Metal; Wood,,Asia-Southeast Asia-Philippines--,,,One dagger with a metal blade hafted in a wooden handle.; ,,,8544,
8545,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Dagger,Metal; Wood,,Asia-Southeast Asia-Philippines--,,,"Dagger with wooden handle, part of which is missing.; ",,,8545,
8547,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Ink Block,Unknown,,Asia-Southeast Asia-Philippines--,,,One bar of Chinese ink.  Black rectangle with gold characters on each face.  Partially used; ,,,8547,
8557,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Comb,Bamboo,,Asia-Southeast Asia-Philippines--,,,A circular bamboo comb.; ,,,8557,
8562,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Charm,Textile,,Asia-Southeast Asia-Philippines--,,,An amulet of the Virgin Mary in cloth with fiber cordage.; ,,,8562,
8567,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Modified Wood,Bamboo,,Asia-Southeast Asia-Philippines--,,,1 stick of worked bamboo; ,,,8567,
8568,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Brooch,Metal,,Asia-Southeast Asia-Philippines--,,,1 small metal butterfly: brooch; ,,,8568,
8569,Ethnology & Material Culture,Accession Number: 950,Purchase,07/24/1933,1,Ethnographic; Model,Wood; Cotton,,Asia-Southeast Asia-Philippines-Leyte-,Leyte; Palo,,Small wooden model of a spinning wheel; ,,,8569,
8570,Ethnology & Material Culture,Accession Number: 951,Purchase,07/19/1935,1,Ethnographic; Comb,Wood,,Asia-Southeast Asia-Philippines-Leyte-,Leyte; Palo,,A small wooden comb.; ,,,8570,
8572,Ethnology & Material Culture,Accession Number: 951,Purchase,07/19/1935,1,Ethnographic; Rock,Stone,,Asia-Southeast Asia-Philippines-Leyte-,Leyte; Palo,,"A stone, oval in shape, that is used instead of soap.; ",,,8572,
8573,Ethnology & Material Culture,Accession Number: 951,Purchase,07/19/1935,1,Ethnographic; Bell,Metal; Shell,,Asia-Southeast Asia-Philippines--,,,"1 shell and metal bell 

""made in Spain, used by wealthy families in the Philippine Islands""; ",,,8573,
8577,Ethnology & Material Culture,Accession Number: 951,Purchase,07/19/1935,1,Ethnographic; Tray,Reed,,Asia-Southeast Asia-Philippines-Leyte-,Leyte; Palo,Filipino,Woven reed tray for winnowing rice.; ,,,8577,
8579,Ethnology & Material Culture,Accession Number: 951,Purchase,07/19/1935,1,Ethnographic; Tray,Reed,,Asia-Southeast Asia-Philippines-Leyte-,Leyte; Palo,,Woven reed tray for winnowing rice.; ,,,8579,
8580,Ethnology & Material Culture,Accession Number: 951,Purchase,07/19/1935,1,Ethnographic; Tray,Reed,,Asia-Southeast Asia-Philippines-Leyte-,Leyte; Palo,,Woven reed tray for winnowing rice.; ,,,8580,
8581,Ethnology & Material Culture,Accession Number: 951,Purchase,07/19/1935,1,Ethnographic; Tray,Bamboo; Rattan,,Asia-Southeast Asia-Philippines-Leyte-,Leyte; Palo,,Woven reed tray for winnowing rice.; ,,,8581,
8582,Ethnology & Material Culture,Accession Number: 951,Purchase,07/19/1935,1,Ethnographic; Tray,Reed,,Asia-Southeast Asia-Philippines-Leyte-,Leyte; Palo,,Woven reed tray for winnowing rice.; ,,,8582,
8583,Ethnology & Material Culture,Accession Number: 951,Purchase,07/19/1935,1,Ethnographic; Tray,Reed,,Asia-Southeast Asia-Philippines-Leyte-,Leyte; Palo,,Woven reed tray for winnowing rice or carrying vegetables; ,,,8583,
8584,Ethnology & Material Culture,Accession Number: 951,Purchase,07/19/1935,1,Ethnographic; Tray,Reed,,Asia-Southeast Asia-Philippines-Leyte-,Leyte; Palo,,Woven reed tray for winnowing rice or carrying vegetables; ,,,8584,
8585,Ethnology & Material Culture,Accession Number: 951,Purchase,07/19/1935,1,Ethnographic; Tray,Reed,,Asia-Southeast Asia-Philippines-Leyte-,Leyte; Palo,,Woven reed tray for winnowing rice.; ,,,8585,
8600,Ethnology & Material Culture,Accession Number: 962,Donation,04/14/1934,1,Ethnographic; Fan,Fiber,,Asia-Southeast Asia-Philippines--,,,A fiber fan.; ,,,8600,
8605,Ethnology & Material Culture,Accession Number: 1,UMMAA Expedition,1872,1,Ethnographic; Bracelet,Rattan,,Asia-Southeast Asia-Philippines-National Capital Region-,Manila,,A bracelet made of braided rattan.; ,,,8605,
8614,Ethnology & Material Culture,Accession Number: 1198,Unknown,,1,Ethnographic; Bow,Wood,,Asia-Southeast Asia-Philippines--,,Filipino,"One longbow made from a single piece of wood, grooved slightly on the inward facing surface.  The bow is curved and tapers at the ends, which are carved down slightly, probably to allow a bowstring to attach. No string is present.; 3000-1-293 is a broken bowstring with no number that was found on the same shelf as this bow.  The card indicates a bowstring.  These may go together.",,,8614,
8618,Ethnology & Material Culture,Accession Number: 1173,UMMAA Expedition,,1,Ethnographic; Bow,Wood,,Asia-Southeast Asia-Philippines--,,Filipino,"One bow.  Identical stylistically with 8614. 


One longbow made from a single piece of wood, grooved slightly on the inward facing surface.  The bow is curved and tapers at the ends, which are also carved down slightly, probably to allow a bowstring to attach.  No bowstring present.; Potentially could belong to Accession # 1198, Judge Johnson.",,,8618,
8623,Ethnology & Material Culture,Accession Number: 1173,UMMAA Expedition,,1,Ethnographic,Wood,,Asia-Southeast Asia-Philippines--,,,"1 bow string. 


One bow string made of a soft, flexible wood (maybe rattan?).  One end appears to be broken off.  The other end twists back on itself in an elaborate knot with a loop -- presumably to attach to a bow.; location is noted as Possibly Philippines - Malasia.  The tag on the item says ""New Guinea?""",,,8623,
8624,Ethnology & Material Culture,Accession Number: 1173,UMMAA Expedition,,1,Ethnographic; Broom,Fiber,,Asia-Southeast Asia-Philippines--,,,"One broom of fiber.   


Thick mass of lengths of fiber, left loose at one end and boud at the other.  Near the bound end there is a grip portion made of woven fiber of two different colors.; Card reads ""CEG thinks from the Philippine Islands, Malasia.""",,,8624,
8633,Ethnology & Material Culture,Accession Number: 1001,Donation,01/28/1936,3,Ethnographic; Biface,Obsidian,,Asia-Southeast Asia-Philippines-Batangas-,Barrio Pita;,,Obsidian arrow or dart points; ,,,8633,
8644,Ethnology & Material Culture,Accession Number: 278,Purchase,04/20/1926,1,Ethnographic; Strainer (or Sieve),Fiber,,Asia-Southeast Asia-Philippines--,,,Woven coconut oil strainer cone shaped.; ,,,8644,
17544,Ethnology & Material Culture,Accession Number: 935,Donation,06/10/1935,1,Ethnographic; Knife,Metal; Wood,,Asia-Southeast Asia-Philippines--,Luzon;,,"One bolo knife for working.  Wooden handle has carved line designs.; given to Prof. Charles F. Remer several years before 1935, unknown exact date.",,,17544,
17573,Ethnology & Material Culture,Accession Number: 1387; Original Number: Coo5725,Donation,04/29/1941,1,Ethnographic,Bamboo; Rattan,,Asia-Southeast Asia-Philippines-Ifugao-,Kiangan,,"fish trap of bamboo and rattan, used in rice fields; ex-Phillipine Gov't Industrial Exhibition (Procured from them by the Buffalo Academy of natrual Science) April 29, 1941.",,,17573,
17601,Ethnology & Material Culture,Accession Number: 1387; Original Number: Coo6060 (101),Donation,04/29/1941,1,Ethnographic; Strainer (or Sieve),Bark; Rattan,,Asia-Southeast Asia-Philippines-Nueva Ecija-,Panaranda,Filipino,"Spherical strainer made of a bamboo frame with a woven basket of firm rattan forming the strainer.  Braided loop at one end, perhaps for hanging.  Possibly for screening coconut sap.; ",,,17601,
17608,Ethnology & Material Culture,Accession Number: 1387; Original Number: Coo6186,Donation,04/29/1941,1,Ethnographic; Container (generic),Bamboo,,Asia-Southeast Asia-Philippines-Zambales-,Subig,,"1 Rice(?) bottle of bamboo that is dark brown in color.  It is gourd shaped with small rounded base (bottle cannot stand on base.)  Has long neck.  Mouth I open.  Torn strips of paper stuck around neck with writing on it: 'sibig(?)  No. 2a' .  

Catalogue number (17108) written on a small piece of cloth and attached to neck with small metal clamps.; ",,,17608,
17610,Ethnology & Material Culture,Accession Number: 1387; Original Number: Coo6265,Donation,04/29/1941,1,Ethnographic; Plate,Bamboo; Rattan,,Asia-Southeast Asia-Philippines-Negros Occidental-,Bilay,Visayan,"One family plate of bamboo and rattan.  Square.  Woven rattan, concave to form a tray or plate.  Base lined with bamboo.; ",,,17610,
17611,Ethnology & Material Culture,Accession Number: 1387; Original Number: Coo6322.,Donation,04/29/1941,1,Ethnographic; Sifter,Rattan; Wood; Bamboo,,Asia-Southeast Asia-Philippines-Isabela-,Cabagan,,"Corn sifter of wood, rattan and bamboo.  For separating coarse and fine ground corn.; ",,,17611,
17643,Ethnology & Material Culture,Accession Number: 220; Original Number: 8350,UMMAA Expedition,08/31/1925,1,Ethnographic; Jar,Brass,,Asia-Southeast Asia-Philippines-Cotabato-,,,"One brass flower jar, ""Tangla,"" in two pieces, with a separate base, and a flaring, scalloped rim.; This artifact was cataloged twice. Once under number 8350 and once under 17643.
For this database and future reference, the objects are now cataloged under 8350a and b for the top and base of the artifact. Number 17643 will become void. Numbers were changed on the artifacts themselves too.",,,17643,
17654,Ethnology & Material Culture,Accession Number: 1527,Bequest,11/13/1942,1,Ethnographic; Spoon,Wood,,Asia-Southeast Asia-Philippines--,,,Spoon; ,image,/objects/17654_1.jpg,17654,image/jpg
17656,Ethnology & Material Culture,Accession Number: 1527,Bequest,11/13/1942,1,Ethnographic; Bracelet,Ivory; Rattan,,Asia-Southeast Asia-Philippines--,,,2 boar's tusks held together by rattan to make a bracelet.; ,,,17656,
17660,Ethnology & Material Culture,Accession Number: 1527,Bequest,11/13/1942,1,Ethnographic; Fan,Wood,,Asia-Southeast Asia-Philippines--,,,A fan made from wood and wood pulp with textile decorations.; ,,,17660,
17662,Ethnology & Material Culture,Accession Number: 1527,Bequest,11/13/1942,1,Ethnographic; Comb,Bamboo,,Asia-Southeast Asia-Philippines--,,,A carved bamboo comb.; ,,,17662,
17664,Ethnology & Material Culture,Accession Number: 1527,Bequest,11/13/1942,1,Ethnographic; Box,Bronze,,Asia-Southeast Asia-Philippines--,,,"One bronze box.; ""sent to professor Goddard by friends in 1900""",,,17664,
17707,Ethnology & Material Culture,Accession Number: 1587,Donation,10/03/1944,1,Ethnographic; Cap,Leaf,,Asia-Southeast Asia-Philippines--,,,"1 small Philippine cap.  Palm leaf, tan, and black.  The design is of  concentric circles in tan and black.  Roughly dome shaped.; ",,,17707,
17708,Ethnology & Material Culture,Accession Number: 1587,Donation,10/03/1944,1,Ethnographic; Tray,Leaf,,Asia-Southeast Asia-Philippines--,,,Bowl or tray of palm leaf.; ,,,17708,
18650,Asian Ethnology,Accession Number: 220,UMMAA Expedition,08/31/1925,4,Ethnographic; Bead,Glass,,Asia-Southeast Asia-Philippines-Siquijor-,"Barrio Solangon, San Juan",,"Four beads (notes say five but only four) mostly of glass and one cylindrical bead which is of orange clay. 

2 globular beads: One is a clear glass bead and the other is a green glass bead. 

One broken blue glass bead looks as though it could have been a zoomorphic shape.; Missing most catalogue record information as of 12/7/1998  R. Brubaker
Now in clear box 4/20/04. H. Kadambi",,,18650,
19910,Asian Ethnology,Accession Number: 220,UMMAA Expedition,08/31/1925,7,Ethnographic; Bowl,Stoneware,,Asia-Southeast Asia-Philippines-Samar-,"Oacon Island, new Laguinit Island;",,"Incomplete, 7 sherds, grey-green small bowl, with unglazed ring in bottom, D 214, 217, 221.; ",,,19910,
19912,Asian Ethnology,Accession Number: 220,UMMAA Expedition,08/31/1925,4,Ethnographic; Plate,Stoneware,,Asia-Southeast Asia-Philippines-Samar-,"Oacon Island, new Laguinit Island;",,"Incomplete, 3 sherds, small grey-blue saucer, interior all glazed.  D. 214, 217, 221.  4th sherd broken subsequently.; ",,,19912,
24645,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Spoon,Wood,,Asia-Southeast Asia-Philippines--,,,"Carved handle, mother and child motif.; Originally cataloged as being from the NW Coast.

Provenience is questionable - Bill Holm in 1977 thought it might be of Philippine origin

according to Sven Haakanson Jr. probably not NW Coast. Wrong kind of wood (very porous) and carving is not similar to NW coast art. March 2010",image,/objects/24645_1.jpg,24645,image/jpg
24734,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Wood,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,Bauko-Lepanto,Human head carved on bowl; ,,,24734,
24735,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Botanical,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,Besao-Lenpanto,"Pipe, elbow type, carved.; ",,,24735,
24737,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Wood; Metal,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Pipe, elbow type, wood, carved.  Metal stem; ",,,24737,
24738,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Wood,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Pipe, Elbow type, Mankayan; ",,,24738,
24739,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Wood,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Wood, carved, elbow type, mouth piece missing, Sadanga type; ",,,24739,
24740,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Metal; Wood,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Elbow type pipe with metal lined wood bowl, Ampusungan type; ",,,24740,
24741,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Metal; Wood,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Pipe, elbow type metal lined wooden bowl, wooden stem, Bakun type; ",,,24741,
24742,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Wood; Brass,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Pipe, elbow, wood with brass ring at base of bowl, Banko type; ",,,24742,
24743,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Metal; Silver; Wood; Rattan,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Pipe, elbow type, metal stem, wood and silver bowl with rattan woven on stem. Sadanga type; ",,,24743,
24744,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Wood; Metal,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Pipe.  Conical wooden bowl, metal stem, plain.; ",,,24744,
24745,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Wood; Metal,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Conical wooden bowl, metal stem, painted designs.; ",image,/objects/24745_1.jpg,24745,image/jpg
24746,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Earthenware,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Clay pipe, black, conical.; ",,,24746,
24747,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Earthenware; Brass; Metal,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Clay pipe, metal stem, brass chain, packing rod, Mankayan type; ",image,/objects/24747_1.jpg,24747,image/jpg
24749,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Earthenware; Wood,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Clay pipe, decorated, with a wood bowl. Mankayan type; ",,,24749,
24751,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Earthenware; Glass; Silver; Wood,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Clay pipe, hand holding bowl.  Wood stem with decoration of silver chain and glass beads. Ylocos Norte type; Only stem and decoration found 3/2006",,,24751,
24752,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Earthenware; Wood,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Clay pipe, hand holding triple bowl, wood stem, Ylocos Norte type; ",,,24752,
24753,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Earthenware; Wood,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Clay pipe, hand holding carved bowl with wood stem, Ylocos Sur type; ",,,24753,
24754,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Earthenware; Wood,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Clay pipe, hand holding carved bowl, wood bowl, Ylocos Sur type; ",,,24754,
24756,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Earthenware; Wood,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Clay pipe, wood stem, Bakun type; ",,,24756,
24757,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Earthenware; Wood,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Clay pipe, small bowl, wood stem, Agawa type; ",,,24757,
24758,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Earthenware,,Asia-Southeast Asia-Philippines-Kalinga-Apayao-,Kalinga,,"Clay pipe, type Balbalasang; ",image,/objects/24758_1.jpg,24758,image/jpg
24759,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Earthenware; Wood,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Clay pipe, wooden stem, Besao-Lepanto type; ",,,24759,
24761,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Brass; Iron; Rattan,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Iron and brass pipe with rattan wrapping near stem, Bontoc type; ",,,24761,
24762,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Brass,,Asia-Southeast Asia-Philippines-Mountain-,Benguet,,"Brass pipe with chain, Bugnias type; ",,,24762,
24763,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Brass; Mother of Pearl; Steel,,Asia-Southeast Asia-Philippines-Mountain-,Benguet,,"Brass pipe with chain and steel cleaner or tamper, 2 mother-of-pearl ornaments. Banko-Lepanto type; ",,,24763,
24764,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Brass,,Asia-Southeast Asia-Philippines-Ifugao-,,,"Brass pipe, type Banaue Ifuago; ",image,/objects/24764_1.jpg,24764,image/jpg
24765,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Brass,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Brass pipe, type with chain and pipe cleaner or tamper, Sabangan type; ",,,24765,
24766,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Brass,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Brass pipe, type with chain and pipe tweezers, Sabangan type; ",,,24766,
24767,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Brass,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Brass pipe.  Stem and chain missing, Sabangan type; ",,,24767,
24768,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Brass,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Brass pipe with stem and chain and pipe tamper or cleaner, Sabangan type; ",,,24768,
24769,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Brass; Rattan,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Brass pipe, rattan wrapped around stem, Besao Lepanto type; ",,,24769,
24770,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Brass,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Brass pipe, stem missing, Bakun type; ",,,24770,
24771,Ethnology & Material Culture,Accession Number: 2243,Donation,07/13/1956,1,Ethnographic; Pipe,Brass,,Asia-Southeast Asia-Philippines-Mountain-,Bontoc,,"Brass pipe, type Ampusungan; ",,,24771,
25667,Ethnology & Material Culture,Accession Number: 3094,Donation?,,1,Ethnographic; Chain,Brass,,Asia-Southeast Asia-Philippines--,,,Short double-linked chain; ,,,25667,
25675,Ethnology & Material Culture,Accession Number: 3094,Donation?,,1,Ethnographic; Lid (cover),Wood,,Asia-Southeast Asia-Philippines--,,,A round wooden lid.; ,,,25675,
25710,Ethnology & Material Culture,Accession Number: 3094,Donation?,,1,Ethnographic; Figurine,Wood; Metal,,Asia-Southeast Asia-Philippines--,,,Wooden carving of a face (?) with two long prongs above.  metal hook attached?; ,image,/objects/25710_1.jpg,25710,image/jpg
25721,Ethnology & Material Culture,Accession Number: 3096,Donation,,1,Ethnographic; Spear,Wood; Metal,,Asia-Southeast Asia-Philippines--,,,"Spear with long wooden shaft.  Several repairs are made to the shaft with metal nails.  At one end, a large metal spearhead is inserted into the shaft.  The head tapers to a sharp point.  Two ferrules of metal wrap around the shaft at the blade, a larger one closer to the blade and then a smaller one.  A section of the shaft is wrapped with what may be thick black tape, possibly to serve as a grip or as a (modern?) repair.; ",,,25721,
25722,Ethnology & Material Culture,Accession Number: 3096,Donation,,1,Ethnographic; Walking stick/cane,Wood,,Asia-Southeast Asia-Philippines--,,,"Wooden cane.  The handle is carved into a clenched human hand.  A heart of shell? Is inlayed into the ""wrist"" of the hand.  Several bands are carved around the wood before a carving of a snake with a broad head runs down the shaft of the cane.; ",,,25722,
26065,Ethnology & Material Culture,Accession Number: 3223,Transfer,01/18/1973,1,Ethnographic; Knife,Metal; Brass; Copper; Wood,,Asia-Southeast Asia-Philippines--,,,"One beheading knife, Igorotte, Philippines.; ",,,26065,
26645,Ethnology & Material Culture,Accession Number: 3281,UMMAA Expedition,,1,Ethnographic; Bow,Wood; Rattan; Fiber,,Asia-Southeast Asia-Philippines--,,,"One shortbow made out of a single piece of wood.  It has a small raised section in the middle, forming a grip.  The bow is slightly curved.  At one end the bow is left thick (not carved down).  That end tapers to a point.  Just before this thickening, a twisted fiber bowstring is attached (tied on).  At the other end, a small knob is carved out of the wood.  The bowstring at that end has a small section wrapped in rattan.  This forms a loop that secures onto the knob.; card lists Philippines as a possible place of origin and this as part of the Beal-Steere or Guthe expeditions.",,,26645,
35238,Asian Ethnology,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Coffin,Wood,AD 1850 - 1950,Asia-Southeast Asia-Philippines-Cebu-,"Barrio Taboilan, Tiburan",Filipino,Small child's coffin in three pieces and part missing. Carved from one piece of wood. Roughly rectangular in shape.; ,,,35238,
35948,Ethnology & Material Culture,Accession Number: 220,UMMAA Expedition,08/31/1925,1,Ethnographic; Kris,Metal; Ivory; Wood,,Asia-Southeast Asia-Philippines-Cebu-,"Barrio Valencia, Carcar",,One wavy kris with a metal blade (rusty) hafted in a wooden handle  carved in an anthropomorphic shape that has inlaid ivory eyes.; ,,,35948,
